SNOWDON Warren,http://www.finance.gov.au/sites/default/files/P34_SNOWDON_Warren.pdf,1-Sep-13,3-Sep-13,Electorate Business,Darwin,$451.00,0,19http://www.finance.gov.au/sites/default/files/P34_SNOWDON_Warren.pdf22P34 SNOWDON Warren,$108.00,,*,-12.4628271,130.8417772,Lingiari,NT,Labor,Labor,lower,no
TEHAN Dan,http://www.finance.gov.au/sites/default/files/P35_TEHAN_Dan.pdf,10-Sep-14,10-Sep-14,Electorate Business,Canberra,$271.00,1,92http://www.finance.gov.au/sites/default/files/P35_TEHAN_Dan.pdf5P35 TEHAN Dan,$271.00,,,-35.2819998,149.1286843,Wannon,VIC,Liberal,Coalition,lower,no
IRONS Steve,http://www.finance.gov.au/sites/default/files/P35_IRONS_Steve.pdf,10-Sep-14,11-Sep-14,Electorate Business,Melbourne,$377.00,2,78http://www.finance.gov.au/sites/default/files/P35_IRONS_Steve.pdf5P35 IRONS Steve,$754.00,,,-37.814107,144.96328,Swan,WA,Liberal,Coalition,lower,no
SNOWDON Warren,http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf,10-Sep-14,11-Sep-14,Electorate Business,Sydney,$395.00,2,129http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf5P35 SNOWDON Warren,$790.00,,,-33.8674869,151.2069902,Lingiari,NT,Labor,Labor,lower,no
MCCORMACK Michael,http://www.finance.gov.au/sites/default/files/P35_MCCORMACK_Michael.pdf,12-Sep-14,12-Sep-14,Electorate Business,Sydney,$435.00,1,84http://www.finance.gov.au/sites/default/files/P35_MCCORMACK_Michael.pdf5P35 MCCORMACK Michael,$435.00,,,-33.8674869,151.2069902,Riverina,NSW,National,Coalition,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,12-Sep-14,12-Sep-14,Electorate Business,Cairns,$289.00,1,139http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf5P35 KATTER Bob,$289.00,,,-16.9203338,145.7708595,Kennedy,QLD,AUS,AUS,lower,no
O'DOWD Ken,http://www.finance.gov.au/sites/default/files/P35_O'DOWD_Ken.pdf,14-Sep-14,14-Sep-14,Electorate Business,Perth,$409.00,1,97http://www.finance.gov.au/sites/default/files/P35_O'DOWD_Ken.pdf5P35 O'DOWD Ken,$409.00,,,-31.9535132,115.8570471,Flynn,QLD,National,Coalition,lower,no
WHITELEY Brett,http://www.finance.gov.au/sites/default/files/P35_WHITELEY_Brett.pdf,14-Sep-14,14-Sep-14,Electorate Business,Perth,$409.00,1,83http://www.finance.gov.au/sites/default/files/P35_WHITELEY_Brett.pdf5P35 WHITELEY Brett,$409.00,,,-31.9535132,115.8570471,Braddon,TAS,Liberal,Coalition,lower,no
MCGOWAN Cathy,http://www.finance.gov.au/sites/default/files/P35_MCGOWAN_Cathy.pdf,16-Sep-14,16-Sep-14,Electorate Business,Charters Towers,$281.00,1,83http://www.finance.gov.au/sites/default/files/P35_MCGOWAN_Cathy.pdf5P35 MCGOWAN Cathy,$281.00,,,-20.0504796,146.2538153,Indi,VIC,Independent,Independent,lower,no
SNOWDON Warren,http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf,16-Sep-14,18-Sep-14,Electorate Business,Melbourne,$377.00,3,136http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf5P35 SNOWDON Warren,"$1,131.00",,,-37.814107,144.96328,Lingiari,NT,Labor,Labor,lower,no
TEHAN Dan,http://www.finance.gov.au/sites/default/files/P35_TEHAN_Dan.pdf,25-Sep-14,25-Sep-14,Electorate Business,Melbourne,$126.00,1,106http://www.finance.gov.au/sites/default/files/P35_TEHAN_Dan.pdf5P35 TEHAN Dan,$126.00,,,-37.814107,144.96328,Wannon,VIC,Liberal,Coalition,lower,no
BURKE Anna,http://www.finance.gov.au/sites/default/files/P35_BURKE_Anna.pdf,25-Sep-14,27-Sep-14,Electorate Business,Sydney,$395.00,3,48http://www.finance.gov.au/sites/default/files/P35_BURKE_Anna.pdf5P35 BURKE Anna,"$1,185.00",,,-33.8674869,151.2069902,Chisholm,VIC,Labor,Labor,lower,no
SNOWDON Warren,http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf,3-Oct-14,3-Oct-14,Electorate Business,Melbourne,$377.00,1,164http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf5P35 SNOWDON Warren,$377.00,,,-37.814107,144.96328,Lingiari,NT,Labor,Labor,lower,no
SIMPKINS Luke,http://www.finance.gov.au/sites/default/files/P35_SIMPKINS_Luke.pdf,4-Oct-14,4-Oct-14,Electorate Business,Sydney,$395.00,1,69http://www.finance.gov.au/sites/default/files/P35_SIMPKINS_Luke.pdf5P35 SIMPKINS Luke,$395.00,,,-33.8674869,151.2069902,Cowan,WA,Liberal,Coalition,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,6-Oct-14,6-Oct-14,Electorate Business,Rockhampton,$281.00,1,167http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf5P35 KATTER Bob,$281.00,,,-23.3779152,150.5101026,Kennedy,QLD,AUS,AUS,lower,no
SWAN Wayne,http://www.finance.gov.au/sites/default/files/P35_SWAN_Wayne.pdf,10-Oct-14,10-Oct-14,Electorate Business,Sydney,$395.00,1,55http://www.finance.gov.au/sites/default/files/P35_SWAN_Wayne.pdf5P35 SWAN Wayne,$395.00,,,-33.8674869,151.2069902,Lilley,QLD,Labor,Labor,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,10-Oct-14,11-Oct-14,Electorate Business,Canberra,$271.00,2,188http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf5P35 KATTER Bob,$542.00,,,-35.2819998,149.1286843,Kennedy,QLD,AUS,AUS,lower,no
CHESTER Darren,http://www.finance.gov.au/sites/default/files/P35_CHESTER_Darren.pdf,12-Oct-14,12-Oct-14,Electorate Business,Melbourne,$435.00,1,181http://www.finance.gov.au/sites/default/files/P35_CHESTER_Darren.pdf5P35 CHESTER Darren,$435.00,,,-37.814107,144.96328,Gippsland,VIC,National,Coalition,lower,no
SNOWDON Warren,http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf,12-Oct-14,13-Oct-14,Electorate Business,Darwin,$436.00,2,178http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf5P35 SNOWDON Warren,$872.00,,,-12.4628271,130.8417772,Lingiari,NT,Labor,Labor,lower,no
SNOWDON Warren,http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf,14-Oct-14,14-Oct-14,Electorate Business,Melbourne,$377.00,1,185http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf5P35 SNOWDON Warren,$377.00,,,-37.814107,144.96328,Lingiari,NT,Labor,Labor,lower,no
ALEXANDER John,http://www.finance.gov.au/sites/default/files/P35_ALEXANDER_John.pdf,15-Oct-14,15-Oct-14,Electorate Business,Brisbane,$406.00,1,70http://www.finance.gov.au/sites/default/files/P35_ALEXANDER_John.pdf5P35 ALEXANDER John,$406.00,,,-27.4710107,153.0234489,Bennelong,NSW,Liberal,Coalition,lower,no
JONES Ewen,http://www.finance.gov.au/sites/default/files/P35_JONES_Ewen.pdf,15-Oct-14,15-Oct-14,Electorate Business,Brisbane,$406.00,1,62http://www.finance.gov.au/sites/default/files/P35_JONES_Ewen.pdf5P35 JONES Ewen,$406.00,,,-27.4710107,153.0234489,Herbert,QLD,Liberal,Coalition,lower,no
COULTON Mark,http://www.finance.gov.au/sites/default/files/P35_COULTON_Mark.pdf,16-Oct-14,16-Oct-14,Electorate Business,Sydney,$395.00,1,223http://www.finance.gov.au/sites/default/files/P35_COULTON_Mark.pdf5P35 COULTON Mark,$395.00,,,-33.8674869,151.2069902,Parkes,NSW,National,Coalition,lower,no
JONES Ewen,http://www.finance.gov.au/sites/default/files/P35_JONES_Ewen.pdf,16-Oct-14,16-Oct-14,Electorate Business,Kalgoorlie,$308.00,1,69http://www.finance.gov.au/sites/default/files/P35_JONES_Ewen.pdf5P35 JONES Ewen,$308.00,,,-30.7470074,121.4748606,Herbert,QLD,Liberal,Coalition,lower,no
SNOWDON Warren,http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf,17-Oct-14,17-Oct-14,Electorate Business,Melbourne,$377.00,1,208http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf5P35 SNOWDON Warren,$377.00,,,-37.814107,144.96328,Lingiari,NT,Labor,Labor,lower,no
SNOWDON Warren,http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf,24-Oct-14,24-Oct-14,Electorate Business,Sydney,$395.00,1,222http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf5P35 SNOWDON Warren,$395.00,,,-33.8674869,151.2069902,Lingiari,NT,Labor,Labor,lower,no
LANDRY Michelle,http://www.finance.gov.au/sites/default/files/P35_LANDRY_Michelle.pdf,24-Oct-14,24-Oct-14,Electorate Business,Mackay,$310.00,1,111http://www.finance.gov.au/sites/default/files/P35_LANDRY_Michelle.pdf5P35 LANDRY Michelle,$310.00,,,-21.1412101,149.1856253,Capricornia,QLD,National,Coalition,lower,no
SCOTT Bruce,http://www.finance.gov.au/sites/default/files/P35_SCOTT_Bruce.pdf,31-Oct-14,31-Oct-14,Electorate Business,Brisbane,$406.00,1,219http://www.finance.gov.au/sites/default/files/P35_SCOTT_Bruce.pdf5P35 SCOTT Bruce,$406.00,,,-27.4710107,153.0234489,Maranoa,QLD,National,Coalition,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,31-Oct-14,31-Oct-14,Electorate Business,Cairns,$289.00,1,216http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf5P35 KATTER Bob,$289.00,,,-16.9203338,145.7708595,Kennedy,QLD,AUS,AUS,lower,no
BURKE Anna,http://www.finance.gov.au/sites/default/files/P35_BURKE_Anna.pdf,1-Nov-14,3-Nov-14,Electorate Business,Sydney,$395.00,3,76http://www.finance.gov.au/sites/default/files/P35_BURKE_Anna.pdf5P35 BURKE Anna,"$1,185.00",,,-33.8674869,151.2069902,Chisholm,VIC,Labor,Labor,lower,no
WYATT Ken,http://www.finance.gov.au/sites/default/files/P35_WYATT_Ken.pdf,2-Nov-14,3-Nov-14,Electorate Business,Sydney,$395.00,2,171http://www.finance.gov.au/sites/default/files/P35_WYATT_Ken.pdf5P35 WYATT Ken,$790.00,,,-33.8674869,151.2069902,Hasluck,WA,Liberal,Coalition,lower,no
COULTON Mark,http://www.finance.gov.au/sites/default/files/P35_COULTON_Mark.pdf,2-Nov-14,3-Nov-14,Electorate Business,Perth,$409.00,2,251http://www.finance.gov.au/sites/default/files/P35_COULTON_Mark.pdf5P35 COULTON Mark,$818.00,,,-31.9535132,115.8570471,Parkes,NSW,National,Coalition,lower,no
COULTON Mark,http://www.finance.gov.au/sites/default/files/P35_COULTON_Mark.pdf,4-Nov-14,4-Nov-14,Electorate Business,Sydney,$395.00,1,258http://www.finance.gov.au/sites/default/files/P35_COULTON_Mark.pdf5P35 COULTON Mark,$395.00,,,-33.8674869,151.2069902,Parkes,NSW,National,Coalition,lower,no
SWAN Wayne,http://www.finance.gov.au/sites/default/files/P35_SWAN_Wayne.pdf,4-Nov-14,4-Nov-14,Electorate Business,Sydney,$395.00,1,76http://www.finance.gov.au/sites/default/files/P35_SWAN_Wayne.pdf5P35 SWAN Wayne,$395.00,,,-33.8674869,151.2069902,Lilley,QLD,Labor,Labor,lower,no
MACTIERNAN Alannah,http://www.finance.gov.au/sites/default/files/P35_MACTIERNAN_Alannah.pdf,4-Nov-14,4-Nov-14,Electorate Business,Sydney,$395.00,1,139http://www.finance.gov.au/sites/default/files/P35_MACTIERNAN_Alannah.pdf5P35 MACTIERNAN Alannah,$395.00,,,-33.8674869,151.2069902,Perth,WA,Labor,Labor,lower,no
PARKE Melissa,http://www.finance.gov.au/sites/default/files/P35_PARKE_Melissa.pdf,4-Nov-14,4-Nov-14,Electorate Business,Sydney,$132.00,1,69http://www.finance.gov.au/sites/default/files/P35_PARKE_Melissa.pdf5P35 PARKE Melissa,$132.00,,,-33.8674869,151.2069902,Fremantle,WA,Labor,Labor,lower,no
WILSON Rick,http://www.finance.gov.au/sites/default/files/P35_WILSON_Rick.pdf,5-Nov-14,5-Nov-14,Electorate Business,Perth,$409.00,1,251http://www.finance.gov.au/sites/default/files/P35_WILSON_Rick.pdf5P35 WILSON Rick,$409.00,,,-31.9535132,115.8570471,O'Connor,WA,Liberal,Coalition,lower,no
SNOWDON Warren,http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf,6-Nov-14,6-Nov-14,Electorate Business,Perth,$409.00,1,243http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf5P35 SNOWDON Warren,$409.00,,,-31.9535132,115.8570471,Lingiari,NT,Labor,Labor,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,6-Nov-14,7-Nov-14,Electorate Business,Cairns,$289.00,2,230http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf5P35 KATTER Bob,$578.00,,,-16.9203338,145.7708595,Kennedy,QLD,AUS,AUS,lower,no
SWAN Wayne,http://www.finance.gov.au/sites/default/files/P35_SWAN_Wayne.pdf,7-Nov-14,7-Nov-14,Electorate Business,Newcastle,$301.00,1,83http://www.finance.gov.au/sites/default/files/P35_SWAN_Wayne.pdf5P35 SWAN Wayne,$301.00,,,-32.926689,151.7789205,Lilley,QLD,Labor,Labor,lower,no
SNOWDON Warren,http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf,10-Nov-14,10-Nov-14,Electorate Business,Perth,$409.00,1,250http://www.finance.gov.au/sites/default/files/P35_SNOWDON_Warren.pdf5P35 SNOWDON Warren,$409.00,,,-31.9535132,115.8570471,Lingiari,NT,Labor,Labor,lower,no
BROAD Andrew,http://www.finance.gov.au/sites/default/files/P35_BROAD_Andrew.pdf,12-Nov-14,12-Nov-14,Electorate Business,Ballarat,$281.00,1,216http://www.finance.gov.au/sites/default/files/P35_BROAD_Andrew.pdf5P35 BROAD Andrew,$281.00,,,-37.5636495,143.8671868,Mallee,VIC,National,Coalition,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,12-Nov-14,12-Nov-14,Electorate Business,Sydney,$395.00,1,237http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf5P35 KATTER Bob,$395.00,,,-33.8674869,151.2069902,Kennedy,QLD,AUS,AUS,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,13-Nov-14,13-Nov-14,Electorate Business,Melbourne,$377.00,1,244http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf5P35 KATTER Bob,$377.00,,,-37.814107,144.96328,Kennedy,QLD,AUS,AUS,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,15-Nov-14,15-Nov-14,Electorate Business,Cairns,$289.00,1,251http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf5P35 KATTER Bob,$289.00,,,-16.9203338,145.7708595,Kennedy,QLD,AUS,AUS,lower,no
GAMBARO Teresa,http://www.finance.gov.au/sites/default/files/P35_GAMBARO_Teresa.pdf,16-Nov-14,16-Nov-14,Electorate Business,Sydney,$395.00,1,129http://www.finance.gov.au/sites/default/files/P35_GAMBARO_Teresa.pdf5P35 GAMBARO Teresa,$395.00,,,-33.8674869,151.2069902,Brisbane,QLD,Liberal,Coalition,lower,no
PASIN Tony,http://www.finance.gov.au/sites/default/files/P35_PASIN_Tony.pdf,16-Nov-14,16-Nov-14,Electorate Business,Sydney,$395.00,1,125http://www.finance.gov.au/sites/default/files/P35_PASIN_Tony.pdf5P35 PASIN Tony,$395.00,,,-33.8674869,151.2069902,Barker,SA,Liberal,Coalition,lower,no
CHESTERS Lisa,http://www.finance.gov.au/sites/default/files/P35_CHESTERS_Lisa.pdf,18-Nov-14,18-Nov-14,Electorate Business,Melbourne,$377.00,1,83http://www.finance.gov.au/sites/default/files/P35_CHESTERS_Lisa.pdf5P35 CHESTERS Lisa,$377.00,,,-37.814107,144.96328,Bendigo,VIC,Labor,Labor,lower,no
HOWARTH Luke,http://www.finance.gov.au/sites/default/files/P35_HOWARTH_Luke.pdf,21-Nov-14,21-Nov-14,Electorate Business,Townsville,$281.00,1,76http://www.finance.gov.au/sites/default/files/P35_HOWARTH_Luke.pdf5P35 HOWARTH Luke,$281.00,,,-19.2576223,146.8178787,Petrie,QLD,Liberal,Coalition,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,21-Nov-14,21-Nov-14,Electorate Business,Cairns,$289.00,1,265http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf5P35 KATTER Bob,$289.00,,,-16.9203338,145.7708595,Kennedy,QLD,AUS,AUS,lower,no
CHRISTENSEN George,http://www.finance.gov.au/sites/default/files/P35_CHRISTENSEN_George.pdf,22-Nov-14,22-Nov-14,Electorate Business,Townsville,$281.00,1,153http://www.finance.gov.au/sites/default/files/P35_CHRISTENSEN_George.pdf5P35 CHRISTENSEN George,$281.00,,,-19.2576223,146.8178787,Dawson,QLD,National,Coalition,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,25-Nov-14,25-Nov-14,Electorate Business,Cairns,$289.00,1,18http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf6P35 KATTER Bob,$289.00,,,-16.9203338,145.7708595,Kennedy,QLD,AUS,AUS,lower,no
ENTSCH Warren,http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf,28-Nov-14,28-Nov-14,Electorate Business,Brisbane,$406.00,1,137http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf5P35 ENTSCH Warren,$406.00,,,-27.4710107,153.0234489,Leichhardt,QLD,Liberal,Coalition,lower,no
KATTER Bob,http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf,28-Nov-14,28-Nov-14,Electorate Business,Cairns,$289.00,1,25http://www.finance.gov.au/sites/default/files/P35_KATTER_Bob.pdf6P35 KATTER Bob,$289.00,,,-16.9203338,145.7708595,Kennedy,QLD,AUS,AUS,lower,no
ENTSCH Warren,http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf,29-Nov-14,29-Nov-14,Electorate Business,Brisbane,$136.00,1,144http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf5P35 ENTSCH Warren,$136.00,,,-27.4710107,153.0234489,Leichhardt,QLD,Liberal,Coalition,lower,no
SWAN Wayne,http://www.finance.gov.au/sites/default/files/P35_SWAN_Wayne.pdf,4-Dec-14,4-Dec-14,Electorate Business,Melbourne,$377.00,1,97http://www.finance.gov.au/sites/default/files/P35_SWAN_Wayne.pdf5P35 SWAN Wayne,$377.00,,,-37.814107,144.96328,Lilley,QLD,Labor,Labor,lower,no
CHESTER Darren,http://www.finance.gov.au/sites/default/files/P35_CHESTER_Darren.pdf,5-Dec-14,5-Dec-14,Electorate Business,Melbourne,$435.00,1,32http://www.finance.gov.au/sites/default/files/P35_CHESTER_Darren.pdf6P35 CHESTER Darren,$435.00,,,-37.814107,144.96328,Gippsland,VIC,National,Coalition,lower,no
WILSON Rick,http://www.finance.gov.au/sites/default/files/P35_WILSON_Rick.pdf,6-Dec-14,6-Dec-14,Electorate Business,Perth,$409.00,1,46http://www.finance.gov.au/sites/default/files/P35_WILSON_Rick.pdf6P35 WILSON Rick,$409.00,,,-31.9535132,115.8570471,O'Connor,WA,Liberal,Coalition,lower,no
TEHAN Dan,http://www.finance.gov.au/sites/default/files/P35_TEHAN_Dan.pdf,7-Dec-14,8-Dec-14,Electorate Business,Melbourne,$126.00,2,185http://www.finance.gov.au/sites/default/files/P35_TEHAN_Dan.pdf5P35 TEHAN Dan,$252.00,,,-37.814107,144.96328,Wannon,VIC,Liberal,Coalition,lower,no
ENTSCH Warren,http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf,12-Dec-14,12-Dec-14,Electorate Business,Melbourne,$377.00,1,159http://www.finance.gov.au/sites/default/files/P35_ENTSCH_Warren.pdf5P35 ENTSCH Warren,$377.00,,,-37.814107,144.96328,Leichhardt,QLD,Liberal,Coalition,lower,no
